# Species	Genes	Alg.-Conn.	Streptococcus_australis_protein.faa	Streptococcus_cristatus_protein.faa	Streptococcus_ferus_protein.faa	Streptococcus_koreensis_protein.faa	Streptococcus_sobrinus_protein.faa	aerococcus_1.faa	aerococcus_2.faa	aerococcus_3.faa	aerococcus_4.faa	aerococcus_5.faa	anoxybacillus_1.faa	anoxybacillus_2.faa	anoxybacillus_3.faa	anoxybacillus_4.faa	anoxybacillus_5.faa	enterococcus_durans_protein.faa	enterococcus_faecium_protein.faa	enterococcus_gilvus_protein.faa	enterococcus_lactis_protein.faa	enterococcus_raffinosus_protein.faa	paenibacillus_1.faa	paenibacillus_2.faa	paenibacillus_3.faa	paenibacillus_4.faa	paenibacillus_5.faa
24	24	0.00184	WP_006595320.1	WP_005591370.1	WP_018030401.1	WP_023024832.1	WP_002959952.1	WP_034258092.1	WP_060776828.1	WP_060778689.1	WP_067978375.1	WP_050774109.1	WP_009360762.1	WP_066322169.1	*	WP_181557389.1	WP_171567214.1	WP_016177743.1	WP_002287409.1	WP_010779620.1	WP_002290936.1	WP_010745331.1	WP_014372583.1	WP_038692851.1	WP_116234463.1	WP_162354776.1	WP_162640941.1
5	5	0.186	*	*	*	*	*	*	*	*	*	*	WP_009374076.1	WP_066326297.1	*	WP_181554483.1	WP_171565676.1	*	*	*	*	*	WP_013917435.1	*	*	*	*
8	8	0.028	*	*	*	*	*	*	*	*	*	*	WP_049720898.1	WP_066326459.1	*	WP_181554559.1	WP_171565469.1	*	*	*	*	*	*	WP_245624992.1	WP_076174423.1	WP_162358489.1	WP_162644176.1
4	4	0.048	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_002296253.1	WP_114525653.1	WP_002309805.1	WP_245001358.1	*	*	*	*	*
3	4	0.11	*	*	*	*	*	*	*	*	*	*	*	*	WP_127016214.1	*	*	*	*	WP_114525747.1	*	WP_148405764.1,WP_245001299.1	*	*	*	*	*
4	4	0.0548	*	*	*	*	*	*	WP_060776461.1	WP_060777750.1	WP_067979349.1	*	*	*	*	*	*	*	*	*	*	*	WP_014369120.1	*	*	*	*
4	4	0.0279	WP_126404930.1	WP_231913444.1	*	WP_023024619.1	WP_019772455.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	0.0789	*	*	WP_018030631.1	*	WP_019777691.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_114525675.1	*	WP_028020080.1	*	*	*	*	*
3	4	0.104	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152402419.1	WP_162357460.1	WP_162638226.1,WP_162637973.1
4	4	0.0564	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014653133.1	WP_245625085.1	*	WP_162360124.1	WP_162642199.1
4	4	0.101	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_038694723.1	WP_152400949.1	WP_162356153.1	WP_162639482.1
5	5	0.153	WP_126404281.1	*	*	*	*	*	*	*	*	*	WP_019416447.1	*	*	*	*	*	WP_002330563.1	*	WP_002293530.1	WP_218257387.1	*	*	*	*	*
3	4	0.119	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152397721.1	WP_162359598.1	WP_162639913.1,WP_162642736.1
4	5	0.119	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_194519760.1	*	WP_095444000.1	*	*	WP_002329394.1	*	WP_014650879.1,WP_016362385.1	*	*	*	*
4	4	0.127	*	*	*	*	*	*	*	*	*	*	*	WP_169806999.1	*	WP_181556358.1	WP_171564442.1	*	*	*	*	*	WP_014372630.1	*	*	*	*
4	4	0.0379	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_241484217.1	*	WP_152403759.1	WP_162359185.1	WP_162643247.1
5	5	0.0368	*	*	*	*	*	*	*	*	*	*	WP_019417868.1	WP_066323275.1	*	WP_228485606.1	*	*	*	*	*	WP_218257125.1	*	*	WP_145132968.1	*	*
4	4	0.0875	*	*	*	*	*	*	*	*	*	*	WP_019417715.1	*	*	WP_181556063.1	WP_171565491.1	*	*	*	*	*	WP_013919074.1	*	*	*	*
5	5	0.0785	WP_126404435.1	WP_005592472.1	*	WP_120701826.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_245001333.1	WP_128758887.1	*	*	*	*
4	4	0.117	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_038697748.1	WP_152398448.1	WP_162356389.1	WP_162639162.1
8	8	0.0166	*	*	*	*	*	*	*	*	*	*	WP_035065476.1	WP_066327448.1	*	WP_194519018.1	*	*	*	*	*	*	WP_014652534.1	WP_038698013.1	WP_244364476.1	WP_162358517.1	WP_162644147.1
2	4	0.242	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_114525880.1	*	WP_010745183.1,WP_028021003.1,WP_028021084.1	*	*	*	*	*
7	7	0.0643	WP_126404835.1	WP_005592487.1	*	WP_120701618.1	*	*	*	*	*	*	*	*	*	*	*	WP_081134801.1	*	*	*	*	*	WP_038696927.1	WP_105442157.1	WP_162357642.1	*
7	7	0.0346	*	*	*	*	*	*	*	*	*	*	WP_035066423.1	*	WP_236777857.1	*	*	*	*	WP_114524361.1	*	WP_218257245.1	*	*	WP_152397963.1	WP_162355706.1	WP_162639964.1
7	7	0.0503	*	*	*	*	*	*	*	*	*	*	WP_019416680.1	WP_066328003.1	*	WP_181554704.1	*	*	*	*	*	*	WP_014649933.1	*	WP_076170806.1	WP_162356182.1	WP_162639450.1
25	25	0.037	WP_006595869.1	WP_005590722.1	WP_018030252.1	WP_006595869.1	WP_002959995.1	WP_003143098.1	WP_060776262.1	WP_060778100.1	WP_067977493.1	WP_003143098.1	WP_009362284.1	WP_066322822.1	WP_127015616.1	WP_181556500.1	WP_029098168.1	WP_005878449.1	WP_002292802.1	WP_010781597.1	WP_047929789.1	WP_010746758.1	WP_013914031.1	WP_038693004.1	WP_076173152.1	WP_162354987.1	WP_162640743.1
9	9	0.0232	*	*	*	*	*	*	*	*	*	*	WP_009361068.1	WP_066322356.1	*	WP_181555283.1	WP_230077576.1	*	*	*	*	*	WP_014653168.1	WP_038699794.1	WP_152399736.1	WP_162354705.1	WP_162641329.1
6	6	0.0407	*	*	*	*	*	*	*	*	*	*	WP_019417018.1	WP_066323207.1	*	WP_194519783.1	*	*	*	*	*	*	WP_014652255.1	*	*	WP_162358329.1	WP_162644335.1
6	6	0.0277	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_114525636.1	*	WP_070510101.1	WP_041618198.1	WP_038695575.1	*	WP_162356593.1	WP_162639053.1
6	6	0.0592	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_171565312.1	*	*	*	*	*	WP_013917804.1	WP_084065182.1	WP_094598739.1	WP_162356405.1	WP_162639153.1
10	10	0.0527	*	*	*	*	*	WP_026465097.1	*	*	WP_067978943.1	WP_003142372.1	*	*	WP_127016881.1	*	WP_230076850.1	*	*	*	*	*	WP_013916396.1	WP_038701168.1	WP_152398334.1	WP_162356674.1	WP_162639008.1
4	6	0.179	*	*	*	*	*	*	*	*	*	*	*	*	WP_127015637.1,WP_127015633.1	*	*	*	*	WP_086303967.1	*	WP_010746534.1,WP_010744272.1	*	WP_038697435.1	*	*	*
4	6	0.121	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_241484528.1	*	WP_152399474.1,WP_152398547.1	WP_162354821.1	WP_162640902.1,WP_225446498.1
4	6	0.126	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_041618684.1	*	WP_152401537.1	WP_162360469.1	WP_162645508.1,WP_225446422.1,WP_162643746.1
10	10	0.0348	*	*	*	*	*	*	*	*	*	*	WP_035066800.1	WP_066326156.1	WP_127016886.1	WP_181554359.1	WP_171565705.1	*	*	*	*	*	WP_014650754.1	WP_052098623.1	WP_152398338.1	WP_162356663.1	WP_162639014.1
10	10	0.0232	WP_126403847.1	WP_005591052.1	WP_018030915.1	WP_120701195.1	WP_109833435.1	*	*	*	*	*	*	*	*	*	*	WP_095443801.1	WP_002341496.1	WP_114524222.1	WP_016628928.1	WP_218257164.1	*	*	*	*	*
8	8	0.0457	*	*	*	*	*	*	*	*	*	*	WP_009361064.1	WP_084256134.1	*	WP_194519376.1	*	*	*	*	*	*	WP_013921566.1	WP_084065344.1	WP_094597789.1	WP_162354700.1	WP_162641347.1
8	8	0.0674	*	*	*	*	*	*	*	*	*	*	WP_019416903.1	WP_066326235.1	*	WP_194518948.1	WP_230076762.1	*	*	*	*	*	WP_013917797.1	WP_038697720.1	*	WP_225442751.1	WP_225446374.1
18	18	0.0137	*	WP_005589786.1	WP_018030026.1	*	WP_109833704.1	WP_059349266.1	*	WP_060778728.1	WP_067978530.1	WP_003143466.1	*	*	*	*	WP_171566695.1	WP_095443531.1	WP_002302199.1	WP_114524863.1	WP_002337819.1	WP_231371764.1	WP_013916623.1	WP_038696502.1	WP_152398163.1	WP_162358181.1	WP_162644581.1
18	18	0.0142	*	*	*	*	*	WP_016897602.1	WP_060776321.1	WP_060778057.1	WP_067979972.1	WP_003143439.1	WP_019418511.1	WP_066325971.1	*	WP_194518836.1	*	WP_005878601.1	WP_002298147.1	WP_010780972.1	WP_002290158.1	WP_218257167.1	WP_013916820.1	WP_038695608.1	WP_152402149.1	WP_162359642.1	WP_162642682.1
24	24	0.051	WP_048691524.1	WP_005591122.1	WP_018030791.1	WP_023022170.1	WP_002961192.1	WP_059349258.1	WP_231723607.1	WP_060778720.1	WP_143236695.1	WP_039935367.1	WP_033383649.1	WP_084256144.1	*	WP_194519341.1	WP_230077515.1	WP_016177384.1	WP_002292825.1	WP_086304379.1	WP_002292825.1	WP_010744516.1	WP_013921283.1	WP_038692956.1	WP_152399667.1	WP_162354943.1	WP_162640787.1
11	11	0.031	*	*	*	*	*	*	*	*	*	*	*	*	WP_127016111.1	*	WP_171564136.1	WP_081133834.1	WP_002294657.1	WP_114524069.1	WP_002329634.1	WP_218256931.1	WP_014648990.1	WP_052098565.1	*	WP_162360023.1	WP_162642427.1
17	17	0.0264	WP_126404177.1	*	WP_018029414.1	WP_120701976.1	WP_019777227.1	WP_059348865.1	WP_060777305.1	WP_060778233.1	WP_067977357.1	WP_106427258.1	WP_035066467.1	WP_066325058.1	*	WP_194520226.1	*	WP_005878533.1	WP_002288396.1	WP_240318401.1	WP_137203053.1	WP_010744639.1	*	*	*	*	*
25	25	0.0309	WP_048716562.1	WP_005590939.1	WP_026161998.1	WP_042361201.1	WP_002959088.1	WP_016897671.1	WP_060777088.1	WP_060777989.1	WP_067979823.1	WP_003143613.1	WP_009373506.1	WP_066323552.1	WP_127016073.1	WP_181555031.1	WP_230077099.1	WP_095443796.1	WP_002295352.1	WP_044926513.1	WP_002290967.1	WP_218257357.1	WP_241484307.1	WP_038695798.1	WP_152402181.1	WP_162356975.1	WP_162638789.1
7	7	0.072	WP_006595596.1	*	*	WP_120701621.1	*	*	*	*	*	*	WP_035064740.1	WP_066323160.1	*	WP_181555649.1	*	*	WP_002305494.1	*	WP_002310185.1	*	*	*	*	*	*
14	14	0.0816	*	*	*	*	*	*	*	*	*	*	WP_009361907.1	WP_066322655.1	*	WP_194519332.1	WP_171564121.1	WP_005878474.1	WP_002289004.1	WP_086305503.1	WP_002300479.1	WP_010746746.1	WP_014648986.1	WP_038699340.1	WP_076174666.1	WP_162360039.1	WP_162642419.1
5	8	0.117	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014370192.1,WP_014652995.1,WP_014649390.1,WP_014650232.1	WP_038695840.1	WP_076167858.1	WP_162355525.1	WP_162640179.1
7	7	0.105	*	*	*	*	*	*	*	*	*	*	WP_009362015.1	WP_179946285.1	*	WP_181555650.1	WP_171566233.1	*	*	*	*	*	WP_014372479.1	*	*	WP_162359458.1	WP_162642874.1
11	14	0.104	*	*	WP_018030103.1	*	WP_002960428.1	WP_059349333.1	*	*	WP_067978781.1	WP_003140769.1	*	*	*	WP_181556813.1	*	WP_005875431.1	WP_002289295.1	WP_010779239.1,WP_114525833.1,WP_010779060.1	WP_002304157.1	WP_218256562.1,WP_070509436.1	*	*	*	*	*
10	10	0.0276	*	*	*	*	*	WP_016897757.1	WP_060776950.1	WP_076340227.1	WP_067979632.1	WP_003141611.1	*	*	*	*	*	WP_081134875.1	WP_002286203.1	WP_010781416.1	WP_002291336.1	WP_218256901.1	*	*	*	*	*
15	15	0.0474	*	WP_005591392.1	*	*	*	*	*	*	*	*	WP_019418271.1	WP_066323998.1	*	WP_181557254.1	WP_212132444.1	WP_095443649.1	WP_002287423.1	WP_114525266.1	WP_002310444.1	WP_218256360.1	WP_013919420.1	WP_038696614.1	WP_152402298.1	WP_162357200.1	WP_162638604.1
9	9	0.0428	*	*	WP_018029765.1	*	WP_109833553.1	*	*	*	*	*	WP_035065620.1	WP_066325434.1	*	WP_194520401.1	*	*	*	*	*	*	*	WP_038694573.1	WP_076168412.1	WP_162355376.1	WP_162640302.1
9	9	0.0648	*	*	*	*	*	*	*	*	*	*	WP_019417513.1	WP_066322753.1	*	WP_194519274.1	WP_171564174.1	*	*	*	*	*	WP_014649004.1	WP_038699296.1	WP_076174595.1	WP_162360002.1	WP_162642444.1
9	9	0.153	*	*	*	*	*	*	*	*	*	*	WP_019416934.1	WP_084256454.1	*	WP_181554386.1	WP_171565646.1	*	*	*	*	*	WP_013915402.1	WP_038695212.1	WP_152401397.1	WP_162358385.1	WP_162644274.1
9	9	0.0314	*	*	*	*	*	*	*	*	*	*	WP_009373687.1	WP_066325838.1	*	WP_181556107.1	WP_171564985.1	*	*	*	*	*	WP_014650794.1	WP_038697050.1	WP_152398296.1	WP_162356831.1	WP_162638921.1
25	41	0.103	WP_126404057.1,WP_048689960.1	WP_005590257.1,WP_005590258.1	WP_018030439.1,WP_018029735.1,WP_018029736.1	WP_120702086.1,WP_120702088.1	WP_002961532.1,WP_019775440.1	WP_034257926.1	WP_060777434.1	WP_216403018.1	WP_067979139.1	WP_060779419.1	WP_009373980.1	WP_066326212.1	WP_127017826.1	WP_194518936.1	WP_171566160.1,WP_171566159.1	WP_005880409.1,WP_005880411.1	WP_002317877.1,WP_002289486.1	WP_010781551.1,WP_010781553.1	WP_002292757.1,WP_002292758.1	WP_218256776.1,WP_218256775.1	WP_014649949.1	WP_052098322.1,WP_084065043.1	WP_076170457.1,WP_152401270.1	WP_162358733.1,WP_162358727.1	WP_225446221.1,WP_162643931.1
4	5	0.147	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_013918556.1	*	WP_089548628.1	WP_162357256.1	WP_162639990.1,WP_162638516.1
4	5	0.106	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014369647.1	*	WP_152401812.1	WP_162358800.1	WP_162643951.1,WP_162643874.1
4	5	0.109	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_002314393.1	*	*	WP_038700362.1	*	WP_162355135.1	WP_225446476.1,WP_162640524.1
4	5	0.111	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_016362559.1	*	WP_244364408.1,WP_152398939.1	WP_162355442.1	WP_162637990.1
6	6	0.0917	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_171564847.1	*	*	*	*	*	WP_016362954.1	WP_169744612.1	WP_152398677.1	WP_162359046.1	WP_162643397.1
3	6	0.283	*	*	*	*	*	*	*	WP_060778063.1	*	*	*	WP_066322398.1,WP_066322418.1,WP_148660354.1,WP_148660440.1	*	*	*	*	WP_002296127.1	*	*	*	*	*	*	*	*
4	5	0.123	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_013919896.1	*	WP_152398499.1	WP_162355315.1	WP_162637945.1,WP_162640365.1
4	6	0.176	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014651231.1	*	WP_076169184.1	WP_162357351.1	WP_162644613.1,WP_162639918.1,WP_162643752.1
4	5	0.117	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014369628.1	*	WP_244364764.1	WP_162358592.1	WP_162639735.1,WP_162644069.1
4	5	0.108	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014652840.1,WP_013916722.1	*	WP_152401600.1	WP_162356092.1	WP_162638303.1
5	5	0.0969	*	*	*	*	WP_019772403.1	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_245001115.1	*	*	*	WP_152399605.1	WP_162354902.1	WP_162640839.1
3	5	0.147	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_145948637.1	WP_162355350.1,WP_162359018.1	WP_162640333.1,WP_162643425.1
3	5	0.167	*	*	*	*	*	*	*	WP_060778064.1	*	*	*	WP_066322942.1,WP_066325522.1,WP_066372650.1	*	*	*	*	WP_002287659.1	*	*	*	*	*	*	*	*
6	6	0.0522	*	*	*	*	*	*	WP_060776619.1	WP_060778970.1	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_038698766.1	WP_152400101.1	WP_162355931.1	WP_162639695.1
5	5	0.053	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_081134509.1	WP_002295199.1	WP_114524715.1	WP_002292003.1	WP_218256115.1	*	*	*	*	*
4	6	0.188	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230077787.1	*	*	*	*	*	WP_041618520.1,WP_241484640.1	*	WP_152399301.1	*	WP_162643728.1,WP_162643727.1
4	6	0.198	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_095444013.1	WP_156264901.1,WP_060808624.1	WP_114524789.1,WP_114524305.1	*	*	*	WP_052098090.1	*	*	*
6	6	0.0733	*	*	*	*	*	*	*	*	*	*	*	*	WP_127015318.1	*	WP_230077751.1	*	*	*	*	*	*	WP_052098226.1	WP_152398858.1	WP_225442533.1	WP_162643359.1
6	6	0.0437	WP_126404359.1	*	WP_018030406.1	WP_120701866.1	*	WP_059349058.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152402027.1	WP_162358602.1	*
5	5	0.16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_081135834.1	WP_002286760.1	WP_010779661.1	WP_002291219.1	WP_010745372.1	*	*	*	*	*
4	5	0.104	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_052098409.1	WP_244364572.1	WP_162358535.1	WP_162645888.1,WP_162644129.1
6	6	0.121	*	*	*	*	*	WP_236747967.1	*	*	WP_067978252.1	WP_003143321.1	*	*	*	*	*	*	*	*	*	*	WP_013918849.1	WP_038694122.1	WP_244364687.1	*	*
5	5	0.0566	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_081135439.1	WP_002323140.1	WP_114524515.1	WP_002314849.1	WP_218255699.1	*	*	*	*	*
5	5	0.108	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_081133469.1	*	WP_114525048.1	*	*	*	*	WP_152398945.1	WP_162357560.1	WP_225446196.1
5	5	0.117	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014649501.1	WP_038698653.1	WP_076175192.1	WP_162359313.1	WP_162643113.1
4	5	0.128	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_013914217.1	WP_038698817.1,WP_052098851.1	WP_167527204.1	WP_162358712.1	*
5	5	0.134	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_095443621.1	WP_002325891.1	WP_240318448.1	WP_002293238.1	WP_218257599.1	*	*	*	*	*
4	5	0.159	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014653087.1,WP_013918119.1	WP_052098399.1	*	WP_162358122.1	WP_162644620.1
4	6	0.119	*	*	*	*	*	*	*	*	*	*	*	*	WP_127017032.1	*	*	*	*	*	*	*	*	*	WP_152398621.1	WP_162358843.1,WP_225442870.1	WP_162643753.1,WP_162638418.1
3	5	0.196	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152398949.1	WP_225442524.1,WP_162357563.1	WP_162643519.1,WP_162643661.1
5	5	0.129	*	*	*	*	WP_019777116.1	*	*	*	WP_067977375.1	*	*	*	*	WP_181555567.1	*	*	*	*	*	*	WP_014652786.1	WP_038693708.1	*	*	*
4	5	0.108	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014371185.1	WP_052098420.1	*	WP_225442576.1	WP_162639717.1,WP_162639295.1
5	5	0.121	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_013915229.1	WP_245624952.1	WP_219845392.1	WP_192043381.1	WP_192043540.1
6	6	0.0797	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230077499.1	*	*	*	*	*	WP_014648996.1	WP_038699316.1	WP_152399972.1	WP_162360018.1	WP_162642431.1
5	5	0.0728	*	*	*	*	*	WP_048727553.1	WP_060776145.1	WP_060778445.1	WP_067977679.1	WP_003142398.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.06	WP_126404714.1	WP_005591833.1	WP_018030505.1	WP_120701697.1	*	*	*	*	*	*	*	*	*	*	*	WP_095443654.1	*	*	*	*	*	*	*	*	*
5	5	0.056	*	*	*	*	*	*	WP_060776428.1	WP_060777786.1	*	*	WP_049720906.1	*	*	WP_194519247.1	*	*	*	*	*	*	*	WP_052098924.1	*	*	*
4	5	0.111	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014370961.1	*	WP_244364751.1	WP_225442795.1	WP_162643486.1,WP_162639801.1
4	5	0.156	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014653077.1	WP_038697521.1	*	WP_162355543.1	WP_162645677.1,WP_162640136.1
4	5	0.101	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_038698389.1	WP_152397923.1	WP_162357558.1	WP_162641461.1,WP_162641432.1
5	5	0.103	*	*	*	*	*	WP_059349167.1	*	*	WP_067979426.1	WP_039934545.1	*	WP_066323037.1	*	WP_181557173.1	*	*	*	*	*	*	*	*	*	*	*
8	8	0.0229	WP_126404798.1	WP_005591229.1	WP_018029848.1	WP_117744665.1	WP_019770714.1	*	WP_060776200.1	WP_060778180.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_162359243.1	*
8	8	0.0296	*	*	WP_018030037.1	*	*	*	WP_060776813.1	WP_060778704.1	WP_067978446.1	*	*	WP_066324417.1	*	WP_181556020.1	*	*	*	WP_114524234.1	*	WP_218257179.1	*	*	*	*	*
8	8	0.0112	*	*	*	*	*	*	*	*	*	*	WP_009361283.1	WP_066324590.1	WP_127016870.1	WP_181556266.1	WP_230077510.1	*	*	*	*	*	WP_014649237.1	WP_052098417.1	WP_244364145.1	*	*
6	8	0.132	*	*	*	*	*	*	*	*	*	*	WP_035067548.1	*	*	*	WP_171563965.1	*	*	*	*	*	WP_013916685.1	*	WP_167527219.1	WP_162359147.1,WP_162358024.1	WP_162643275.1,WP_162644746.1
8	8	0.0181	WP_126404808.1	*	*	WP_120701640.1	WP_109833428.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_114523922.1	*	WP_010745489.1	WP_014368444.1	WP_038693878.1	WP_152401744.1	*	*
20	20	0.0242	WP_006596628.1	WP_005589732.1	WP_197708972.1	WP_023022742.1	WP_002961726.1	*	*	*	*	*	WP_003253662.1	WP_017436872.1	WP_127017350.1	WP_181555389.1	WP_015893623.1	WP_005878459.1	WP_002292797.1	WP_010746753.1	WP_002292797.1	WP_010746753.1	WP_013913866.1	WP_038699353.1	WP_036706394.1	WP_162360063.1	WP_162642389.1
9	9	0.0691	*	*	*	*	*	*	*	*	*	*	WP_035067247.1	WP_066322340.1	*	WP_194519378.1	WP_171563921.1	*	*	*	*	*	WP_013921583.1	WP_038699809.1	WP_234489821.1	WP_162354714.1	WP_162641290.1
9	9	0.0712	*	*	*	*	*	*	*	*	*	*	WP_035065413.1	*	*	*	*	WP_095443716.1	WP_002286012.1	*	WP_002316990.1	*	WP_013915334.1	WP_052098352.1	WP_105441574.1	WP_162356229.1	WP_162639396.1
9	9	0.14	*	*	*	*	*	*	*	*	*	*	WP_035064551.1	WP_066327142.1	*	WP_194519652.1	WP_212133209.1	*	*	*	*	*	WP_014649233.1	WP_038693471.1	WP_116234329.1	WP_225442659.1	WP_225446459.1
23	23	0.0493	WP_126403821.1	WP_005591082.1	WP_026161988.1	WP_120701215.1	WP_002960056.1	WP_236747937.1	WP_060776953.1	WP_060778584.1	WP_067979638.1	WP_106427272.1	WP_035064754.1	WP_066323179.1	*	WP_194519715.1	*	WP_119218993.1	WP_002286197.1	WP_114524063.1	WP_002328902.1	WP_218256904.1	WP_014652724.1	WP_038698280.1	WP_152402925.1	WP_162359067.1	WP_162643368.1
16	16	0.0759	*	*	WP_026161948.1	*	WP_019777464.1	*	*	*	*	*	WP_009362669.1	WP_066324022.1	*	WP_181557263.1	WP_171564727.1	WP_005875266.1	WP_002297137.1	WP_010779569.1	WP_002348044.1	WP_010745289.1	WP_013919403.1	WP_038696585.1	WP_152402311.1	WP_162357215.1	WP_162638580.1
11	11	0.0466	*	*	WP_111703013.1	*	WP_109833416.1	WP_026465642.1	*	*	*	*	*	*	*	*	WP_171566285.1	WP_081134082.1	WP_002287807.1	WP_010782163.1	WP_002328929.1	WP_218256306.1	*	WP_038698585.1	WP_152400332.1	*	*
21	21	0.101	WP_126403903.1	WP_005590801.1	WP_018029378.1	WP_023022475.1	WP_019769670.1	WP_059349046.1	*	*	*	WP_003143551.1	WP_009373550.1	WP_066323612.1	*	WP_181555003.1	WP_171564358.1	WP_095443772.1	WP_002286627.1	WP_114524705.1	WP_002291852.1	WP_010745924.1	WP_013917741.1	WP_038697612.1	WP_076169863.1	WP_162360418.1	WP_162645089.1
6	7	0.118	WP_126404230.1	WP_005590322.1	*	WP_120701950.1	*	*	*	*	*	*	*	*	*	*	*	WP_081133728.1,WP_095443554.1	WP_002291166.1	*	WP_002329541.1	*	*	*	*	*	*
6	7	0.13	*	*	*	*	*	*	*	*	*	*	WP_035067661.1	*	*	WP_194520445.1	*	*	*	*	*	*	*	WP_038697182.1	WP_152399488.1	WP_162357676.1,WP_162360203.1	WP_162641939.1
5	7	0.136	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_041618787.1	WP_084064658.1	WP_089546283.1	WP_162358818.1,WP_162356052.1	WP_162643857.1,WP_162639592.1
5	7	0.175	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014652048.1	WP_038694430.1	WP_152400767.1,WP_076170434.1	WP_162358957.1	WP_162643512.1,WP_162638828.1
7	7	0.0663	*	*	*	*	*	*	*	WP_060778988.1	WP_067979364.1	*	*	*	*	*	*	WP_081133617.1	WP_002295919.1	WP_114524587.1	WP_002329226.1	WP_218255861.1	*	*	*	*	*
7	7	0.0542	*	*	*	*	*	WP_059348895.1	*	*	*	WP_003142673.1	*	*	*	*	*	WP_081133527.1	WP_002295857.1	WP_114524413.1	WP_002309327.1	WP_010744823.1	*	*	*	*	*
7	7	0.0694	WP_126404093.1	WP_005592171.1	*	WP_120702031.1	*	WP_236747943.1	*	WP_060777686.1	WP_067978231.1	WP_004262695.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
